X;et_x;direct;flip;id_r;g_indicator;indicator;metric;obs_land;country;ref;DOI;des_bio;g_desbio;grupo;orden;fam.spe;habitat;funct;et_y;dif;source;manag;site_land;coo1;coo2;r_paper;n;p;coef;phen;obs_gen;n_cal;correlacion.x;correlacion.y;num_filas;r_total;r_absoluta;n_total;xy_cero;Zr;VarZr;r_dir;Zr_dir;Var_dir;tax
128;700edd;+;no;4_73;configuration;connectivity;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.337491269;0.459654814;60;0.337491269;0.337491269;60;NA;0.351258607;0.01754386;0.337491269;0.351258607;0.01754386;invertebrate
129;700Fallow;+;no;4_77;composition;transition area;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.58884928;0.550662852;60;0.58884928;0.58884928;60;NA;0.675902724;0.01754386;0.58884928;0.675902724;0.01754386;invertebrate
130;700HN;+;no;4_80;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;-0.176858183;0.140598336;60;-0.176858183;0.176858183;60;NA;-0.178737553;0.01754386;-0.176858183;-0.178737553;0.01754386;invertebrate
131;700Rice;-;si;4_82;composition;crop-areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;-0.61196421;-0.71623038;60;-0.61196421;0.61196421;60;NA;-0.712055571;0.01754386;0.61196421;0.712055571;0.01754386;invertebrate
132;700Road;+;no;4_86;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;max;NA;60;0.120578947;0.146296004;60;0.120578947;0.120578947;60;NA;0.121168476;0.01754386;0.120578947;0.121168476;0.01754386;invertebrate
133;700SHDI;+;no;4_89;heterogeinity;LU-crop evenness;index;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.2086732;-0.131409729;60;-0.2086732;0.2086732;60;NA;-0.211783739;0.01754386;-0.2086732;-0.211783739;0.01754386;invertebrate
134;700Urban;-;si;4_92;composition;non-crop areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;mid;NA;60;-0.360425279;-0.458494694;60;-0.360425279;0.360425279;60;NA;-0.377374589;0.01754386;0.360425279;0.377374589;0.01754386;invertebrate
135;700Water;+;no;4_95;composition;semi-natural areas;area;NA;bangladesh;Ali et al. - 2023 -;10.1038/s41598-023-41786-y;abundance;abu_den;Arthropod;Coleoptera;Coccinellidae;terrestrial;predator;LBB;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;heading;NA;60;0.53528775;0.610730706;60;0.53528775;0.53528775;60;si;0.597527352;0.01754386;0.53528775;0.597527352;0.01754386;invertebrate
136;Core area index;-;si;13_3;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Aleurocybotus spp.;terrestrial;herbivore;ALEURO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.422197776;0.390517598;28;0.422197776;0.422197776;28;NA;0.450363523;0.04;-0.422197776;-0.450363523;0.04;invertebrate
137;Number patches;+;no;13_94;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Aleurocybotus spp.;terrestrial;herbivore;ALEURO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.370725833;-0.387051731;28;-0.370725833;0.370725833;28;NA;-0.389264322;0.04;-0.370725833;-0.389264322;0.04;invertebrate
138;SHDI;+;no;13_163;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Aleurocybotus spp.;terrestrial;herbivore;ALEURO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.238366709;0.14674175;28;0.238366709;0.238366709;28;NA;0.243041713;0.04;0.238366709;0.243041713;0.04;invertebrate
139;Core area index;-;si;13_7;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Atypena formasana;terrestrial;predator;ATYFOR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.391157224;0.469153592;28;0.391157224;0.391157224;28;NA;0.413165574;0.04;-0.391157224;-0.413165574;0.04;invertebrate
140;Number patches;+;no;13_104;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Atypena formasana;terrestrial;predator;ATYFOR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.081212569;0.087218988;28;0.081212569;0.081212569;28;si;0.081391824;0.04;0.081212569;0.081391824;0.04;invertebrate
141;SHDI;+;no;13_122;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Atypena formasana;terrestrial;predator;ATYFOR;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.009552906;-0.09350168;28;-0.009552906;0.009552906;28;NA;-0.009553197;0.04;-0.009552906;-0.009553197;0.04;invertebrate
142;Core area index;-;si;13_1;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Ceraphon spp.;terrestrial;parasitoid;CERAPH;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.153857074;0.071702136;28;0.153857074;0.153857074;28;si;0.155088649;0.04;-0.153857074;-0.155088649;0.04;invertebrate
143;Number patches;+;no;13_113;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Ceraphon spp.;terrestrial;parasitoid;CERAPH;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.237808595;-0.181200907;28;-0.237808595;0.237808595;28;si;-0.242450061;0.04;-0.237808595;-0.242450061;0.04;invertebrate
144;SHDI;+;no;13_119;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Ceraphon spp.;terrestrial;parasitoid;CERAPH;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.11133401;-0.147196212;28;-0.11133401;0.11133401;28;si;-0.111797466;0.04;-0.11133401;-0.111797466;0.04;invertebrate
145;Core area index;-;si;13_4;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Chaetocnema spp.;terrestrial;herbivore;CHAETO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.183915635;-0.248499948;28;-0.183915635;0.183915635;28;si;-0.18603241;0.04;0.183915635;0.18603241;0.04;invertebrate
146;Number patches;+;no;13_114;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Chaetocnema spp.;terrestrial;herbivore;CHAETO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.240918944;-0.197291066;28;-0.240918944;0.240918944;28;si;-0.245749452;0.04;-0.240918944;-0.245749452;0.04;invertebrate
147;SHDI;+;no;13_171;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Chaetocnema spp.;terrestrial;herbivore;CHAETO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.338574448;0.445111857;28;0.338574448;0.338574448;28;si;0.352481524;0.04;0.338574448;0.352481524;0.04;invertebrate
148;Core area index;-;si;13_28;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Monolepta spp.;terrestrial;herbivore;CHRYSO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.448574712;0.49468398;28;0.448574712;0.448574712;28;si;0.482914518;0.04;-0.448574712;-0.482914518;0.04;invertebrate
149;Number patches;+;no;13_107;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Monolepta spp.;terrestrial;herbivore;CHRYSO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.250004379;-0.180059288;28;-0.250004379;0.250004379;28;NA;-0.255417483;0.04;-0.250004379;-0.255417483;0.04;invertebrate
150;SHDI;+;no;13_154;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Monolepta spp.;terrestrial;herbivore;CHRYSO;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.194019259;0.192720634;28;0.194019259;0.194019259;28;si;0.196510288;0.04;0.194019259;0.196510288;0.04;invertebrate
151;Core area index;-;si;13_52;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Cofana spp.;terrestrial;herbivore;COFSPE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.20191631;0.351454487;28;0.20191631;0.20191631;28;si;0.20472951;0.04;-0.20191631;-0.20472951;0.04;invertebrate
152;Number patches;+;no;13_59;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Cofana spp.;terrestrial;herbivore;COFSPE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.203422568;-0.129727163;28;-0.203422568;0.203422568;28;si;-0.206300288;0.04;-0.203422568;-0.206300288;0.04;invertebrate
153;SHDI;+;no;13_130;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Cofana spp.;terrestrial;herbivore;COFSPE;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.199452671;0.294033754;28;0.199452671;0.199452671;28;NA;0.202162485;0.04;0.199452671;0.202162485;0.04;invertebrate
154;Core area index;-;si;13_21;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Aulacophora spec.;terrestrial;herbivore;GALAUL;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.001214372;0.157418944;28;0.001214372;0.001214372;28;si;0.001214373;0.04;-0.001214372;-0.001214373;0.04;invertebrate
155;Number patches;+;no;13_78;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Aulacophora spec.;terrestrial;herbivore;GALAUL;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.022163449;0.030012348;28;-0.022163449;0.022163449;28;NA;-0.022167079;0.04;-0.022163449;-0.022167079;0.04;invertebrate
156;SHDI;+;no;13_167;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Aulacophora spec.;terrestrial;herbivore;GALAUL;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.091657121;-0.015207574;28;0.091657121;0.091657121;28;si;0.091915094;0.04;0.091657121;0.091915094;0.04;invertebrate
157;Core area index;-;si;13_10;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Micraspis spp.;terrestrial;predator;MICRAS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.360738615;0.227219314;28;0.360738615;0.360738615;28;NA;0.377734753;0.04;-0.360738615;-0.377734753;0.04;invertebrate
158;Number patches;+;no;13_64;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Micraspis spp.;terrestrial;predator;MICRAS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.180404964;0.313891917;28;0.180404964;0.180404964;28;NA;0.182401244;0.04;0.180404964;0.182401244;0.04;invertebrate
159;SHDI;+;no;13_156;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Coleoptera;Micraspis spp.;terrestrial;predator;MICRAS;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.425483146;-0.357382309;28;-0.425483146;0.425483146;28;NA;-0.454368326;0.04;-0.425483146;-0.454368326;0.04;invertebrate
160;Distance from woodland edge (m);-;si;17_3;configuration;proximity;lineal;NA;japan;Kagawa et al. - 2014 -;10.1007/s13355-014-0266-y;abundance;abu_den;Arthropod;Coleoptera;Carabidae;terrestrial;predator;N. individuos;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;NA;traps on ridges in paddy fields;8;0.142617854;-0.048795004;8;0.142617854;0.142617854;8;NA;0.143596771;0.2;-0.142617854;-0.143596771;0.2;invertebrate
161;CropArea100;-;si;26_1;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Coleoptera;NA;NA;decom;DBAbund;easy;table;NA;paddy;108.5300142;22.92119826;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.245715991;-0.348498334;56;-0.245715991;0.245715991;56;NA;-0.250848385;0.018867925;0.245715991;0.250848385;0.018867925;invertebrate
162;CropArea500;-;si;26_16;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Coleoptera;NA;NA;decom;DBAbund;easy;table;NA;paddy;108.2476679;22.64947453;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.160441109;-0.249196149;56;-0.160441109;0.160441109;56;NA;-0.161839427;0.018867925;0.160441109;0.161839427;0.018867925;invertebrate
163;CropArea750;-;si;26_25;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Coleoptera;NA;NA;decom;DBAbund;easy;table;NA;paddy;108.4680915;22.87274939;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.160888833;-0.204419517;56;-0.160888833;0.160888833;56;NA;-0.162299014;0.018867925;0.160888833;0.162299014;0.018867925;invertebrate
164;CropCompositionalHeterogeneity;+;no;26_40;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Coleoptera;NA;NA;decom;DBAbund;easy;table;NA;paddy;108.2476679;22.64947453;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.151608543;0.241499631;56;0.151608543;0.151608543;56;NA;0.152786412;0.018867925;0.151608543;0.152786412;0.018867925;invertebrate
165;FieldMarginLength;+;no;26_59;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Coleoptera;NA;NA;decom;DBAbund;easy;table;NA;paddy;108.5383058;22.91019894;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.136161703;-0.035985497;56;-0.136161703;0.136161703;56;NA;-0.137012669;0.018867925;-0.136161703;-0.137012669;0.018867925;invertebrate
166;OpenWater500;+;no;26_63;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Coleoptera;NA;NA;decom;DBAbund;easy;table;NA;paddy;108.1441942;22.57172556;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.292387948;-0.272183082;56;-0.292387948;0.292387948;56;NA;-0.301175457;0.018867925;-0.292387948;-0.301175457;0.018867925;invertebrate
167;OpenWater750;+;no;26_74;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;abundance;abu_den;Arthropod;Coleoptera;NA;NA;decom;DBAbund;easy;table;NA;paddy;108.4367998;22.66668998;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.138224764;-0.22131765;56;-0.138224764;0.138224764;56;NA;-0.139115307;0.018867925;-0.138224764;-0.139115307;0.018867925;invertebrate
168;CropArea100;-;si;26_7;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Coleoptera;NA;NA;decom;DBSpRich;easy;table;NA;paddy;108.5203031;22.90061373;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.338570523;-0.361557924;56;-0.338570523;0.338570523;56;NA;-0.352477091;0.018867925;0.338570523;0.352477091;0.018867925;invertebrate
169;CropArea500;-;si;26_23;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Coleoptera;NA;NA;decom;DBSpRich;easy;table;NA;paddy;108.5139814;22.91507677;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.28787879;-0.285577835;56;-0.28787879;0.28787879;56;NA;-0.29625183;0.018867925;0.28787879;0.29625183;0.018867925;invertebrate
170;CropArea750;-;si;26_31;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Coleoptera;NA;NA;decom;DBSpRich;easy;table;NA;paddy;108.5210335;22.87704892;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.3114581;-0.352205413;56;-0.3114581;0.3114581;56;NA;-0.322159339;0.018867925;0.3114581;0.322159339;0.018867925;invertebrate
171;CropCompositionalHeterogeneity;+;no;26_44;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Coleoptera;NA;NA;decom;DBSpRich;easy;table;NA;paddy;108.5210335;22.87704892;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.495118359;0.537805631;56;0.495118359;0.495118359;56;NA;0.542818313;0.018867925;0.495118359;0.542818313;0.018867925;invertebrate
172;FieldMarginLength;+;no;26_55;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Coleoptera;NA;NA;decom;DBSpRich;easy;table;NA;paddy;108.4862823;22.89382263;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.103558433;-0.222212761;56;-0.103558433;0.103558433;56;NA;-0.103931032;0.018867925;-0.103558433;-0.103931032;0.018867925;invertebrate
173;OpenWater500;+;no;26_67;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Coleoptera;NA;NA;decom;DBSpRich;easy;table;NA;paddy;108.5001181;22.91309866;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.225208504;-0.122670144;56;-0.225208504;0.225208504;56;NA;-0.22913618;0.018867925;-0.225208504;-0.22913618;0.018867925;invertebrate
174;OpenWater750;+;no;26_79;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;richness;richness;Arthropod;Coleoptera;NA;NA;decom;DBSpRich;easy;table;NA;paddy;108.5355088;22.92505838;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.047944817;0.03432879;56;-0.047944817;0.047944817;56;NA;-0.047981605;0.018867925;-0.047944817;-0.047981605;0.018867925;invertebrate
175;CropArea100;-;si;26_12;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Coleoptera;NA;NA;decom;DBSWInd;easy;table;NA;paddy;108.4705596;22.93423271;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.19937831;-0.234125879;56;-0.19937831;0.19937831;56;NA;-0.202085044;0.018867925;0.19937831;0.202085044;0.018867925;invertebrate
176;CropArea500;-;si;26_19;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Coleoptera;NA;NA;decom;DBSWInd;easy;table;NA;paddy;108.5017753;22.88008025;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.25670436;-0.227378834;56;-0.25670436;0.25670436;56;NA;-0.26257706;0.018867925;0.25670436;0.26257706;0.018867925;invertebrate
177;CropArea750;-;si;26_35;composition;crop-areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Coleoptera;NA;NA;decom;DBSWInd;easy;table;NA;paddy;108.4680915;22.87274939;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.251740914;-0.274094413;56;-0.251740914;0.251740914;56;NA;-0.257270651;0.018867925;0.251740914;0.257270651;0.018867925;invertebrate
178;CropCompositionalHeterogeneity;+;no;26_47;heterogeinity;LU-crop evenness;index;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Coleoptera;NA;NA;decom;DBSWInd;easy;table;NA;paddy;108.4367998;22.66668998;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;0.510601428;0.487636668;56;0.510601428;0.510601428;56;NA;0.563542957;0.018867925;0.510601428;0.563542957;0.018867925;invertebrate
179;FieldMarginLength;+;no;26_49;configuration;connectivity;lineal;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Coleoptera;NA;NA;decom;DBSWInd;easy;table;NA;paddy;108.170481;22.64335729;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.107594379;-0.2268651;56;-0.107594379;0.107594379;56;si;-0.108012478;0.018867925;-0.107594379;-0.108012478;0.018867925;invertebrate
180;OpenWater500;+;no;26_69;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Coleoptera;NA;NA;decom;DBSWInd;easy;table;NA;paddy;108.4906885;22.64453645;NA;NA;NA;NA;NA;RICE-MINOR_summer;56;-0.236723065;-0.177512351;56;-0.236723065;0.236723065;56;NA;-0.241299775;0.018867925;-0.236723065;-0.241299775;0.018867925;invertebrate
181;OpenWater750;+;no;26_83;composition;semi-natural areas;area;NA;china;Priyadarshana et al. -2021-;10.1111/1365-2664.14005;shannon;shannon;Arthropod;Coleoptera;NA;NA;decom;DBSWInd;easy;table;NA;paddy;108.2476679;22.64947453;NA;NA;NA;NA;NA;RICE-RICE_summer;56;-0.172299015;-0.107096493;56;-0.172299015;0.172299015;56;NA;-0.174035055;0.018867925;-0.172299015;-0.174035055;0.018867925;invertebrate
182;Core area index;-;si;13_5;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Anagrus spp.;terrestrial;parasitoid;ANAGRU;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.310421193;0.420732772;28;0.310421193;0.310421193;28;si;0.32101145;0.04;-0.310421193;-0.32101145;0.04;invertebrate
183;Number patches;+;no;13_102;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Anagrus spp.;terrestrial;parasitoid;ANAGRU;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.294438757;-0.232680364;28;-0.294438757;0.294438757;28;NA;-0.303419456;0.04;-0.294438757;-0.303419456;0.04;invertebrate
184;SHDI;+;no;13_164;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hymenoptera;Anagrus spp.;terrestrial;parasitoid;ANAGRU;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.331120563;0.278517626;28;0.331120563;0.331120563;28;si;0.344086282;0.04;0.331120563;0.344086282;0.04;invertebrate
185;Core area index;-;si;13_6;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Anisops spec.;aquatic;predator;ANISOP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.103532429;0.231401738;28;0.103532429;0.103532429;28;si;0.103904747;0.04;-0.103532429;-0.103904747;0.04;invertebrate
186;Number patches;+;no;13_103;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Anisops spec.;aquatic;predator;ANISOP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.044984447;-0.026106631;28;0.044984447;0.044984447;28;si;0.045014827;0.04;0.044984447;0.045014827;0.04;invertebrate
187;SHDI;+;no;13_139;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Anisops spec.;aquatic;predator;ANISOP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;-0.014350162;-0.10645302;28;-0.014350162;0.014350162;28;si;-0.014351147;0.04;-0.014350162;-0.014351147;0.04;invertebrate
188;Core area index;-;si;13_30;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Cicadulina bipunctata;terrestrial;herbivore;CICBIP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;dry season;NA;28;0.008838996;-0.111956654;28;0.008838996;0.008838996;28;NA;0.008839226;0.04;-0.008838996;-0.008839226;0.04;invertebrate
189;Number patches;+;no;13_108;configuration;aggregation;lineal;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Cicadulina bipunctata;terrestrial;herbivore;CICBIP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;-0.251417598;-0.257215801;28;-0.251417598;0.251417598;28;si;-0.256925489;0.04;-0.251417598;-0.256925489;0.04;invertebrate
190;SHDI;+;no;13_115;heterogeinity;LU-crop evenness;index;NA;philippines;Dominik et al. -2022-;10.1002/eap.2560;abundance;abu_den;Arthropod;Hemiptera;Cicadulina bipunctata;terrestrial;herbivore;CICBIP;easy;table;NA;paddy;NA;NA;NA;NA;NA;NA;cropping season;NA;28;0.332243905;0.488156823;28;0.332243905;0.332243905;28;si;0.345348483;0.04;0.332243905;0.345348483;0.04;invertebrate
